name,state,faa
Salem Lakefront Airport,OH,OH27
Fly 'N' W Airport,OR,4OR5
Lusardi Field,OR,4OR7
Wagoner Airport,OR,4OR8
Blue Skies Farm Airport,OR,OR87
Trussmark Airport,VA,6VA4
Dodsworth Airport,CO,1CO7
Granite Mountain Lodge Airport,CO,CO11
Silers Plane Valley Airport,KS,1KS6
R F Roesner Airport,KS,48KS
Burger's Valley Airport,KS,58KS
Dmh Airport,KS,9KS9
J Roesner Airport,KS,SN00
Salina Gunnison Airport,UT,44U
Saline Airport,MI,68MI
Tim's Airport,MD,11MD
Bennett Airport,MD,1N5
Ennis Aerodrome,MD,2MD4
Mac Kinnis Airport,MD,MD53
Corriher Field,NC,88NC
South River Airport,NC,NC93
Neversweat Too Airport,OK,89OK
Gustafson Airport,OK,OK34
Salmon Lake Airport,AK,Z81
Western Sky Airport,AZ,0AZ2
Indian Hills Airpark,AZ,2AZ1
Sheepy Hollow Ranch Airfield,AZ,AZ40
Big Tank Ranch Airport,TX,76TE
Saluda County Airport,SC,6J4
Arrowhead Point Airport,VA,2VA6
Combs Airport,MI,62MI
Fairlane Airport,AL,5AL8
Logan Field,AL,1A4
Reece Field,TX,94TA
Ducote Airpark,TX,TS65
Standard Industries Airport,TX,
Christus Santa Rosa Westover Hills Heliport,TX,53TE
North Central Baptist Hospital Heliport,TX,64TX
Horizon Airport,TX,74R
Triple R Airport,TX,75XS
Camp Bullis Als (Cals) Airport,TX,9TX5
San Geronimo Airpark,TX,8T8
A W Ranch Airport,TX,XS79
Yates Airport,TX,XS89
San Ardo Field,CA,CA88
Fairway Farm Airport,TX,86TS
San Augustine County Airport,TX,78R
Kornegay Private Airport,TX,53XS
San Carlos Airport,AZ,4AZ7
Torrey Pines Gliderport,CA,CA84
B & S Ultralightport,TX,1TS3
Rolle Airfield,AZ,44A
Melby Ranch Airstrip,CO,33CO
Alison Air Park,TX,7TS2
Wyatt Airport,TX,
San Patricio Intl,TX,68TX
Harrington Field,IN,16II
Archangels Landing Airport,IN,IN26
Little Hands STOLport,CA,59CA
Yates Field,TX,37TX
Corralitos Airport,TX,XS94
Ward Field,NH,NH20
Prill Field,MT,1MT7
Sand Springs Strip,MT,8U1
Double W Airport,OK,3OK7
Flying G Ranch Airport,OK,3OK8
Mitchell Nr One Airport,TX,TS75
Beaux Ranch Field,ID,1ID3
Bird Nr 2 Airport,ID,ID19
Olmstead Sky Ranch Airport,ID,ID25
Murray Airport,ID,
Cowley Field,MI,96G
Sandusky City Airport,MI,Y83
Galloway Airport,OH,0OI3
Gord Airport,IL,0LL6
Hemmingsen Airport,IL,93LL
Johnson Airport,IL,IS94
Auberge Des Fleurs Airport,OR,4OR6
Kingston Ranch Airport,NV,04NV
Pineview Air Airport,NC,82NC
Moretz Riverside Landing Airport,NC,NC00
Harris River Ranch Airport,CA,9CA7
Lane Field,TX,58F
Vultures Row Airport,TX,6X8
Flying V Airport,TX,71XS
Ironhead Airport,TX,T58
Flying C Airport,TX,T87
Horseshoe Lake Airport,TX,TE24
Glass Airport,TX,TS74
Haire Airport,TX,TX33
Maxwell Field,TX,TX96
Edgington Ranch Airport,TX,XA03
Morrel Field,ME,ME32
Christy Airstrip,CA,CA97
Santa Cruz Island Airport,CA,SZN
San Rafael Ranch Airport,TX,38XS
Diamond O Ranch Airport,TX,XS93
Creasy Airport,TX,5TA5
Kami-Kazi Airport,TX,5TA7
Hart Ranch Airport,CA,5CL1
Northside Airpark,CA,
Cielo Dorado Estates Airport,NM,NM05
Crawford Airport,CA,0CA3
Shepherd Ranch Airport,CA,0CA4
Hoffman Private Airport,CA,0CA5
Loma Madera Ranch Airport,CA,25CA
Old Forker Ultralightport,TX,TA30
Matthews Ranch Airport,TX,86TE
Sahoma Lake Airport,OK,03OK
Morris Airport,OK,OL23
High Banks Farm Landing Area Airport,NY,1NY4
Schwartz Farms Inc Airport,FL,4FL8
Lowe's Airport,FL,FA77
Cedar Creek Ranch Airport,WY,96WY
Mc Connell Field Airport,NE,04NE
Knox Landing Airport,NY,
High Acres Airport,NY,85NY
Basher Field,NY,NY00
Sargent Municipal Airport,NE,09K
Amble-Tiger North Farms Airport,ND,8ND0
Guggenberger Airport,MN,MY47
Hansen Airport,PA,5PS4
Crosswinds Airfield,PA,PN00
Hitch Feeders Ii Inc. Airport,KS,1KS7
Satanta Municipal Airport,KS,1K9
Anton Flying Uv Airport,KS,SN98
Rosedale Airport,MI,1MI6
Iberlin Ranch Nr 1 Airport,WY,WY22
Worth Airport,MO,9MO4
Savannah Agri-Air Airport,NY,46NY
Vogel Airpark,OH,3OI6
Warren Pietsch Airport,ND,ND42
Saxon Airport,WI,6WI4
Cherry Valley Airport,PA,65PA
Timberline Airport,WI,WI47
Chinook Ultralight Airpark,OR,52OR
Grabhorn's Airport,OR,8OR6
Scottow Bog Flightpark Ultralightport,ME,ME66
Horne Airport,PA,PN95
Brown Field,SD,3SD3
Schafer Usfs Airport,MT,8U2
Knapp Airport,NY,6NK0
Whitcomb Field,MI,4MI4
Perry Airport,MI,MI89
Prairie Ronde Airport,MI,P97
Marty Ranch Airport,TX,XS95
Garnseys Airport,NY,B04
Yarrow Airport,PA,28PA
Kings Airport,PA,30PA
Jack's Heliport,OR,25OR
Gillette Field,OR,OR51
Killian Airfield,NY,1NY8
Scobey Border Station /East Poplar International/ Airport,MT,8U3
Fairview Farms Airport,MS,3MS8
Mohawk Valley Airport,NY,K13
Burke Field,SD,1SD1
Scotland Neck East Airport,NC,2NC7
Ventosa Plantation Airport,NC,NC66
Industrial Helicopters Inc. Airport,LA,10LA
Buehler Airport,KS,1KS8
Prima Airport,KS,76KS
Reisig Brothers Airport,NE,12NE
Scottsburg Airport,IN,3R8
Wilkerson's Airport,IN,61IN
Harrod/Rose Airport,IN,II69
Tradewinds Aerodrome,FL,3FD6
Verhalen Airport,TX,TE89
Anderson Airport,VA,99VA
Holzman Airstrip,ND,NA89
Dilse Private Airstrip,ND,NA98
Cockfield Aerodrome,SC,SC60
Twin Acres Airport,TX,9TE0
Glover Airport,NC,45NC
Whatley Flying Service Airport,TX,8TA1
Pevey Airport,DE,DE15
Fuhr Flying Svc Airport,MN,60MN
Seagoville Airport,TX,5TA9
Seagraves Airport,TX,F97
Brandes Air Field,TX,05TA
Gloster Aerodrome,TX,1XA7
Mario's Flying Pizza Airport,TX,2TA4
Clark Sky Ranch Airport,TX,3TA2
Longbird Airport,TX,93TS
"Fly ""N"" K Airport",AR,26AR
Ridgeview Airport,ME,12ME
HIghland View Field,ME,55ME
Tri City Airport,OH,3G6
Homan Field,MO,MO08
Rupp Airport,KS,2KS0
Sooter Airport,KS,12KS
Israel's Farm Airport,WA,WA56
Black Canyon Ranch Airport,MT,MT39
Elm Creek Airpark,TX,0TX6
Glen Beicker Ranch Airport,TX,83R
Randolph Air Force Base Auxiliary Airport,TX,SEQ
Lackorn Airport,TX,TE51
Seiling Airport,OK,1S4
Shangri-La Airport,WA,0WN1
Selah Creek Landing Zone Airport,WA,
Roland Norton Memorial Airstrip,AK,8AK3
Beaman Airport,SD,9SD7
Fiedler Airport,SD,SD37
Warrington Field,DE,DE27
Stevenson Private Airport,KS,6KS2
X-1 Ranch Upper Headquarters Airport,AZ,52AZ
Thompson Airport,MI,
Navarro Airport,PA,3PA1
Gold Mine Field,PA,97PN
Skyharbor Airport,AL,S63
Central Valley Aviation Inc Airport,CA,CA40
Quinn Airport,CA,CA41
Backachers Ranch Airport,OR,5OR0
B Bar Ranch Airport,OR,84OR
Robert Sibley Airport,TN,SZY
Morgan Field,MS,0MS2
Zevely Climbing Zz Ranch Airport,OK,
Seminole Municipal Airport,OK,SRE
Seminole Spraying Service Airport,TX,39TE
"Hamilton Aircraft, Inc Airport",TX,5TA0
Grimes Field,AL,AL74
Boondox Field,IL,1LL0
Spring Brook Airport,IL,1LL2
Seneca Municipal Airport,KS,62K
Cerny Airport,OR,71OR
Inshallah Intl,OR,7OR8
Ponderosa Ranch Airport,OR,OG14
Seneca Emergency Airstrip,OR,OR98
Eagle Ridge Airport,SC,SC24
Tokeena Air Park,SC,SC96
Big 'T' Airport,GA,64GA
Rucilla's Roost Airport,WA,0WN0
Rake's Glen Airport,WA,WA59
Grand View Intl,WA,WN23
Blue Ribbon Airport,WA,WN29
Flying S Airfield,WA,WN49
Swanton Ultralightport,WA,WN60
Seven Springs Airport,PA,7SP
Rush Airport,KS,2KS1
Hoffman's Farm Airport,VA,1VA5
Stuber Flying Ranch Airport,KS,2KS2
King Airport,TN,TN72
Lenzner Farm Airport,PA,7PS7
Litchfield RLA Restricted Landing Area,IL,4IS7
Stewart Field,IN,95IN
Owen Field,MO,H58
Kenner Farm Airport,TN,3TN4
Seymour Municipal Airport,TX,60F
C Lazy T Ranch Airport,TX,TS20
Shady Cove Airpark,OR,OG31
Shageluk Airport,AK,SHX
Shaktoolik Airport,AK,2C7
Biggin Hill Airport,TX,TA67
Double Bar S Ranches Airport,OK,
Shamrock Municipal Airport,TX,2F1
Blech Ranch Airport,CA,0CA9
Shaniko Ranch Airport,OR,9OR1
Shaniko Cattle Airport,OR,OG54
Shannon Flight Strip,GA,2GA8
Janssen Airport,IL,1LL6
Sneek Airport,IL,2IL0
Spearman Field,MS,4MS4
Wolomolopoag STOLport,MA,MA66
Hermitage Airport,PA,PA22
Lackawannock Airport,PA,PN99
Barten Airport,WI,WS55
Wiita Farms Airport,OH,65OH
Sharondale Field,OH,OI46
Walker Strip,KS,6KS3
Bussen Airport,KS,6KS4
Sharon Airport,NY,K31
Boyle's Landing Airport,NY,NK91
Lake View Airport,TN,TN10
Rolling Meadows Airfield,GA,29GA
Salsbery Airport,IN,II70
The Old Commonwealth Aerodrome,PA,2PA6
Cedar Creek Airport,OH,2OH4
Tapley Airport,MS,1MS0
Skelton Airport,MS,MS85
Wilding Farm Airport,WA,6WA5
Dillenburg's Airport,WI,8WI1
Bluebird Airpark,OK,OK22
Fletcher Airport,PA,0PN0
Shearer US Forest Service Airport,ID,2U5
Van Der Vaart Airport,WI,WN03
Feldmann Field,WI,4WI6
Sheep Mountain Airport,AK,SMU
Edwin G. Bennett Airport,IL,1LL7
Cmelak Field,MA,MA18
Smokey Mtn Ranch Airport,TX,09TX
Canon Ranch Airport,TX,9TX9
Frogs End Airport,VT,42VT
Shelburne Farms Airport,VT,VT22
Bostwick Farm Airport,VT,VT23
Shelburne Airport,VT,VT8
Shelby Air Service Airport,MS,93MS
Christmas Airport,MS,MS03
29NC Airport,NC,29NC
Dirt Dobber's Grass Strip,NC,NC97
Zelazny Airport,NY,88NY
Nasby Airport,IN,70II
Foltz Farm Airport,IN,93IN
Solenberg Airport,IN,II97
Pherigo Airport,IN,IN49
Siefert Airport,IN,IN50
Miles Field,KY,3KY9
Hemp Ridge Airport,KY,64KY
Shelby County Airport,MO,6K2
Fairfield Airpark,TN,
Pleasant Grove Airpark,TN,8TN2
Sheldon Municipal Airport,IA,SHL
Zoomer Field,IL,1LL8
Kraig Farms Airport,ND,NA05
The Peninsula Airport,MO,21MU
Turkey Mountain Estates Airport,MO,MO00
Barbour Island Airport,GA,72GA
Westmoreland Airport,NY,49NY
Shenandoah Airpark,OH,70OH
Lake Water Wheel Airport,TX,XS99
Morin Airport,NY,7NK7
Cwian Field,IL,2LL1
Harrington Farms Airport,IL,IS95
Windy Knoll Airport,IN,IN51
Minikey Airport,MI,MI13
Hibbs Farm Airport,MO,MO62
Tezak's-Colterville-Spur Airport,MT,MT22
Abba's Airport,OR,91OR
Mach-O Acres Airport,OR,98OR
Poverty Hollow Airport,OR,OG23
Galaxy Ranch Airport,TX,72TS
Symons Airport,WY,WY37
Pratt's Eastern Divide Airport,NY,D88
Butler Airport,TX,11TX
Beaver Creek Airport,TX,9XS2
Lm Ranch Airport,TX,TA93
Haunstein Ultralightport,PA,0PA2
Yost Personal Use Airport,PA,32PA
Weihler Airport,IL,2LL2
Tommy's Flying Service Inc Airport,AR,AR22
Mountain View Airport,NC,20NC
Robert Chris Mc Intosh Airport,AR,46AR
Rogers Private Airport,OH,5OI9
Bouret Ranch Airport,ND,NA06
Smith Airstrip,ND,NA70
Sutliff Private Airport,PA,33PA
Woodcrest Farms Airstrip,NJ,JY17
B J Farms Airport,NJ,NJ06
Gerum Farm Airport,TX,TE36
Dean Ranch Airport,TX,XS49
Shingletown Airport,CA,0Q6
Wade F Maley Field,WV,6W0
Shiocton Airport,WI,W34
Botsford Aerodrome,PA,6PA5
Shippensburg Airport,PA,N42
Wolfe Field,IN,IN65
Koch Airport,IL,IS71
Roy Burden Restricted Landing Area,IL,2LL3
Skyline Airstrip,PA,PN50
Shonto Airport,AZ,53AZ
Brisson Airport,VT,37VT
Torrey Airport,VT,VT24
Strang Airpark,OK,
Black Butte Ranch Airport,ID,0ID4
Shoshoni Municipal Airport,WY,49U
White Mountain Ultralightport,AZ,61AZ
Snoddy Air Strip,OH,34OI
Juneau Ultralightport,LA,5LA0
Heinsohn's Airfield,LA,78LA
Caddo Detention Center Airport,LA,LS90
Eickhoff Strip,NE,5NE2
Shullsburg Airport,WI,2WI2
Shungnak Airport,AK,SHG
Columbus Air Force Base Aux Field Airfield,MS,1MS8
Hildreth Air Park,IL,96IS
Prickett-Grooms Field,MI,6Y9
Justus Airport,IL,2LL5
Fehringer Aerodrome,NE,NE34
Sierra Blanca Airport,TX,
C & W Milliron Flying Field,PA,PN13
Sig-Nor Airport,IA,IA06
Sigourney Iowa Airport,IA,IA50
Flying Dove Field,NC,22NC
Brooks Field,NC,8NC6
Siletz Airport,OR,5OR3
Baldwin Airport,MO,MO39
Williams Field,AR,38AR
Silver Bay Municipal Airport,MN,BFW
Beaverhead Airstrip,NM,13NM
Me-Own Airport,NM,1NM0
Whiskey Creek Airport,NM,94E
Turner Ridgeport Airport,NM,NM72
Red & White Flying Service Airport,OR,
Saxon Sycan Airport,OR,08OR
Connelly Field,SC,18SC
Iron Crown Airport,OR,22OR
Silverton Municipal Airport,TX,79XS
Schantz Airstrip,CO,CD15
Wd Flyers Airport,LA,22LA
Atchafalaya Flying Company Airport,LA,
Cox Airport,SC,SC33
Parker Field,SC,SC47
Glawe's Airport,SD,SD99
The Citadel Airport,OR,61OR
Pineridge Ranch Airport,OR,7OR4
Sage Ranch Airport,OR,OG15
Whippet Field,OR,OR34
Oakview Airport,SC,SC52
Brown's Cape Horn Airport,WA,4WA1
Skamokawa East Valley Airport,WA,18JY
Skellytown Airport,TX,3TE6
Talachulitna River Airport,AK,1AK6
Skiatook Municipal Airport,OK,2F6
Yav'pe Ma'ta Airport,AZ,16AZ
Talaheim Airport,AK,1AK8
Skykomish State Airport,WA,S88
Jeter Field,MS,4MS3
Hodges Farm Airport,NC,NC73
Duffys Tavern Airport,AK,DDT
Slate Creek Airport,ID,1S7
Lewis Landing Airport,NY,NK79
Slater Memorial Airport,MO,9K5
Kitten Farm Private Airport,TX,9XS5
Country Breeze Airport,LA,01LS
Annison Private Airport,LA,LS25
A & P Airpark,LA,LS77
Slayton Municipal Airport,MN,DVP
Braun's Airport,MN,MY03
Sleepy Eye Municipal Airport,MN,Y58
Sleetmute Airport,AK,SLQ
Akroville Airport,TX,XA68
Flying Acres Airport,PA,0PN2
Freedom Field,AL,AL41
Travis Airport,PA,PS98
Joye Ranch Airport,TX,TS22
Overmiller Airport,KS,SN23
Jones Light Aviation Airport,AL,
Johnson Field,MI,11G
Rollert Farm Airport,MO,29MO
Dunham Private Airport,MO,79MU
Rye Field,MS,MS63
Newberg Airport,DE,DE04
Scotty's Place Airport,DE,DE29
Kilpatrick Farm Airport,FL,6FL2
Winding Creek Airport,NC,8NC3
Cantwell Airport,TN,TN11
Snettisham Airport,AK,7AK2
Kyles Airport,WA,WA04
Pleasant Valley Airport,OK,07OK
Sleepy Hollow Airport,GA,18GA
Stallion Army Air Field,NM,95E
Leeward Farm Airport,WI,WS51
Kenai River Airpark,AK,1AK4
Gaede Airport,AK,7AK3
Dahler Homestead Airport,AK,7AK5
Dan France Airport,AK,7AK6
Moose Run Airstrip,AK,AK55
Aerequus Airport,PA,38PA
Ransome STOLport,PA,57PN
Clark Ranch Airport,CA,3CA9
Solomon State Field,AK,AK26
High Mesa Airpark,AZ,3AZ8
Bartlett Field,IA,IA25
Harper Ridge Airport,OH,67OH
Valley Farms Airport,CT,CT29
Lee's Airpark,KY,68KY
Cannon Field,TX,53TX
Irlbeck Airport,WI,24WI
Somerton Airport,AZ,54AZ
Bottoms Brothers Airport,IN,1IN5
Peters Airport,NJ,4NJ8
Hartwood Airport,VA,3VG7
George Airport,IL,2LL9
Walnut Creek Airport,IL,49IL
Warren Airport,IL,95LL
C & L Ranch Ultralightport,AZ,AZ19
Infineon Raceway Pad 1 Heliport,CA,CL85
Derry Landing Strip,OH,1OH7
John Fields Ranch Airport,TX,0XS2
Allison Ranch Airport,TX,13TX
Canyon Ranch Airport,TX,TE37
Cauley's Airstrip,GA,3GA8
Treutlen County Airport,GA,4J8
Gehris Airport,PA,39PA
Sjule Private Airstrip,ND,7NA9
Kornkven Airstrip,ND,NA07
Okeelanta Airport,FL,FL41
Miller Airport,IL,3LL0
Belridge Strip,CA,1CA1
Chain-O-Lakes Airport,IN,3IN7
Aaron Penston Field,VA,1VA7
Timbers Sky Camp Airport,MI,84MI
Dayton Heliport,NJ,NJ10
Sky Acres Airport,VT,VT25
Catskill Valley Airpark,NY,2NY0
Lisbon Airfield,OH,1OH8
Mallory Airport,WV,WV12
Belleview Landing Airport,OK,45OK
South Dayton Airport,NY,NY27
Chapman Field,CO,CD10
Morning Shadows Ranch Airport,CO,CD69
Trowbridge Farms Airport,MI,8MI0
Allenholm Airport,VT,VT26
Mills Field,KS,31KS
Number 18 Airport,UT,UT13
Grace's Landing Airport,NY,NY48
Diamond NN Cannery Airport,AK,
South Naknek Nr 2 Airport,AK,WSN
Cawleys South Prairie Airport,WA,02WA
Carls Airport,MI,78MI
Mynatt Field,TX,TS25
Pelz Field,OH,
Wormid Airport,MA,08MA
Kallander Field,MA,09MA
Unknown Field,MA,1MA5
Cannizzaro Field,MA,28MA
Mc Kay Airport,NE,05NE
Glaser Airport,NE,NE85
Spangle Field,WA,03WA
Paradise Air Ranch Airport,WA,WA62
Gibb Ranch Airport,NV,2NV2
Justover Field,NV,NV44
Palomino Airport,NV,NV47
Rolling Thunder Airport,NV,NV96
Leigh Farm Airport,IL,4IS8
Kozal Airfield,MI,76MI
Paul C. Miller-Sparta Airport,MI,8D4
Ozark's Flying Patch Airport,MO,54MO
Hindman Airport,MO,9MO5
Maxwell Airport,NC,3NC7
Pearson's Farm Airport,SC,SC40
Nichols Airport,PA,0PN5
Mitchell's Strip,SD,SD90
Spearman Municipal Airport,TX,E42
Peter Creek Ranch Airport,LA,LA58
Ridge Road West Airport,NY,7NK4
Timber Trails Airport,IN,II25
Miller Airport,IN,IN53
Spencer Airport,MA,60M
Saikkonen Airport,NY,11NY
Hogue Airport,TN,TN85
Boggs Field,WV,14P
Slate Run Airport,WV,55I
Manitou Field,NY,91NY
Spencerport Airpark,NY,D91
Hilltop Airport,IN,58IN
Lakeside Beach Airport,TX,0XS6
Fall Creek Air Ranch STOLport,TX,52TS
Flying X River Ranch Airport,TX,8TA3
Dick Airport,KS,
Anacacho Ranch Airport,TX,0XS7
Dunbar Ranch Airport,TX,0XS8
Frontier Airport,TX,55XS
Laughlin Air Force Base Auxiliary Nr 1 Airport,TX,T70
Ox Meadows Airport,WA,04WA
Mullan Hill Airport,WA,10WA
Homeport Airport,WA,11WA
Fowlers Nw 40 Airport,WA,12WA
Tai's Landing Airport,WA,WN61
Sky Meadows Airpark,WA,WN92
Redfern Aerodrome,WA,WN41
Flying T Ranch Airport,OR,5OR4
John D Rennick Airport,IL,IS62
Double U Ranch Airport,TX,1XS0
Kolb Airport,PA,43PA
100 Aker Wood Airport,TN,TN41
Pillow Hill Airport,IL,3LL4
Richardson Field,IL,3LL5
Deters Farms Airport,MN,MY10
Flying Z Ranch Airport,KS,41KS
Weiss Airport,KS,86KS
R & S Buzzard Airport,TN,0TN0
Spring Paths Airport,NC,42NC
De Witt Property Airport,MI,34MI
Spring Creek Airport,WI,80WI
Pennfield Farm Airport,PA,44PA
Fletcher Airport,WI,9WI8
Matson Field,MN,0MN6
Caldbeck Field,MN,7MN3
Fry Field,OH,0OH6
Fricke Airport,OH,OI34
Lazy J. Ranch Airport,PA,PS82
Willie's Airport,WI,23WN
Springbrook Airport,WI,5WI1
Pine Bluff Airport,WA,WA23
Springer Municipal Airport,NM,S42
Heifer Creek Ranch Airport,AR,16AR
Springfield Municipal Airport,CO,8V7
Arnolds Airport,KY,36KY
Pankratz Airport,MN,0MN5
Gardner Airport,MO,39MO
Flying Bar H Ranch Airport,MO,MO2
Childress Airstrip,MO,MU12
J&J Airport,NE,72NE
De Ronda Airport,NY,3NY3
Kepes Flying Field,OH,1OA4
Springfield Municipal Airport,SD,Y03
Holenthawall Airport,TN,3TN9
Nobuzzn Airport,TN,8TN5
Foreman Field,TN,9TN4
Aydelotte STOLport,TN,TN51
Jasper Ridge Airstrip,OR,36OR
Springhill Airport,LA,SPH
The Last Resort Airport,IN,7IN9
Kezer Air Ranch Airport,TX,61TE
Eugene's Dream Airport,TX,6XS7
Flying E Ranch Airport,TX,7XS1
Springview Municipal Airport,NE,9V1
Sequoia Ranch Airport,CA,CA44
Ciszak Airport,NY,35NY
Hedge Hop Field,NY,NK27
Travis Field Airport,TX,TA16
Sunshine Farms Airport,FL,14FD
Van Norman's Airport,MN,2MN6
David's Landing Airport,MI,5Y5
Lake X Airport,FL,57FA
Gator Airpark,FL,72FL
Gentry Airport,FL,FD37
Aysta Field,MN,3MN8
Flying J Airport,WI,WS71
Stronghold Airport,AZ,09AZ
Kuebler RLA Restricted Landing Area,IL,4IL4
Becker Personal Airport,MN,MY43
Killarny Farm Airport,LA,14LA
Solitude Airstrip,LA,21LS
Nauga Field,LA,LS35
Sara Field,LA,LS89
St George Airport,SC,6J2
St Helen Airport,MI,6Y6
St Ignatius Airport,MT,52S
Webster Nolf Airport,MD,NUI
Gossard Field,WA,8WA7
Double D Skyranch Airport,PA,5PA2
Archer Memorial Field,MI,2S3
Tripp Creek Airport,MI,39T
Schiffer Acres Airport,MI,3S5
Randolph's Landing Area Airport,MI,61G
Glowacki Airport,MI,97G
Busboom RLA Restricted Landing Area,IL,0LL5
Routh Airport,IL,9IL2
Tensas Parish Airport,LA,L33
Butch's Strip STOLport,MO,44MO
Booze Island Airport,MO,64MO
Mc Jilton Field,MI,2MI4
Sky Island Ranch Airport,ID,ID13
Fortman Airport,OH,1OH4
Alan's Airport,SC,SC07
St Michael Airport,AK,SMK
Stewart Airport,MD,MD64
Reeds Airport,OH,24OI
Waldmeister Farm Airport,MO,45MO
St Thomas Municipal Airport,ND,4S5
Don's Airport,ND,
Hepler Airport,IN,43IN
Yelverton Airport,IN,II89
Murk's Strip,IL,0LL2
Crystal Airport,MI,MI41
Thens Private Airstrip,MN,MN97
Green Airfield,MO,96MU
Wakulla Club Airport,FL,FD68
Do-Little Field,SC,SC90
Smith Airport,IN,II71
Walts Aerial Service Airport,NE,NE17
Flying W Airport,VA,19VA
Tailwinds Airport,NC,06NC
Brinkman Airport,MN,0MN1
Sontimer Airport,MO,46MO
Airhaven Airport,NY,09N
Bowers Airport,MN,MN51
Sunrise Airport,MN,MY78
Stafford Municipal Airport,KS,3TA
Flying T Farm Airport,VA,1VA9
Swift Airport,CT,CT31
Arledge Field,TX,F56
Hilldale Airport,VA,78VA
Carranza Farm Airstrip,AZ,5AZ7
Walter Ranch Airport,AZ,AZ49
G.M. Ranch Airport,AZ,AZ61
Robbins Roost Airport,KY,00KY
Stanford Airport/Biggerstaff Field,MT,S64
Silva Ranch Airport,ID,13ID
Stanley Municipal Airport,ND,08D
Patterson Ranch Airport,NM,NM21
Big Sky Airport,NM,NM63
Stanton Airport,KY,I50
Herr Mountain Airport,NJ,5NJ2
Cain Field,MI,38C
Diamond Bar Jones Airport,NE,5NE3
Bay Field,NE,9NE7
Brosius Field,NE,9NE8
Snake River Skydiving Airport,ID,ID92
Falcon Field,MS,MS69
McCasland Ranch Airport,TX,49XS
Star City Municipal Airport,AR,55M
Danielson Field Airport,WI,1WN3
Hexum Flight Park Ultralightport,WI,WS30
Starbuck Municipal Airport,MN,D32
Vey Sheep Ranch Airport,OR,37OR
Oktibbeha Airport,MS,M51
Anderson Private Airport,ND,NA10
Hiawatha Airport,PA,4PA6
Dean Ranch Airport,TX,14TA
Homan Airport,PA,47PA
Southern Agricultural Aviation Airport,GA,1GA4
Crawford Hendrix Farm Airport,GA,GA07
Stoneriver Airport,NC,NC09
Raeford Rhyne Airpark,NC,NC15
Merritt Airport,OH,2OH2
Hatch Airport,OR,5OR8
Lone Oaks Ranch Airport,OR,5OR9
Kingston Airpark,OR,8OR2
Mesa 1 Airport,CO,81CO
Skyote Airport,CO,CD02
Lucky L Ranch Airport,CO,CD99
Stebbins Airport,AK,WBB
Steele Municipal Airport,MO,M12
Kalainov Private Airport,ND,ND32
Brook Hill Farm Airport,VA,VA00
Hopper Field,MS,MS04
Bernadt Airport,NE,NE20
Ancient Oaks Airport,FL,39FD
Dalbom Ultralightport,MO,83MU
Stephen Municipal Airport,MN,D41
Wilson Airport,AR,4F8
Ed Shadle Airport,TX,15TX
Ratliff Airport,TX,16TX
Kimzey Airport,TX,17TX
Sterling Air Park,AK,40AK
Lakewood Airstrip,AK,53AK
Dutch Landing Strip,AK,88AK
South Gasline Airport,AK,AK39
Scooter's Landing Strip,AK,AK84
Mertens Airport,CO,3CO2
Stutzke Airport,IL,LL38
Spring Hill Airport,PA,70N
Mc Entire's Lazy V Ranch Airport,TX,58XS
Alvie Cole Ranch Airport,TX,64F
Bodine Airport,TX,96TE
Bass Lake Airport,MI,8MI7
Jefferson County Airpark,OH,2G2
Stevens Village Airport,AK,SVS
Stevenson Airport,AL,7A6
Key Way Airport,WA,19WA
Kent Fort Manor Airport,MD,7MD8
Stevensville Airport,MT,32S
Ckye Field,MT,MT32
Lee Metcalf National Wildlife Refuge Airport,MT,
Stevinson Strip,CA,CA45
Home Free Airport,IL,3IL7
Ranken Airport,IL,4LL0
Staton Airport,IL,4LL1
Thompson Airport,IL,9IL4
Shoestring Aviation Airfield,PA,0P2
Draco STOLport,PA,84PN
Marsteller Airport,PA,PN17
Air-List-Ads Airport,NJ,JY07
Livingston Airport,SD,SD75
Stigler Regional Airport,OK,GZL
Dolata Airport,WI,6WI5
